State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
AR,Monticello,0,0,12,221,573,977,3269,7617,10074,12279,16361,36642,52056,53984,60979,59690,62203,61157,66380,74657,80126,88283,87799,93103,115224,126991,144396,140413,145343,141771,150697,156085,157972,165200,160746,168072,170356,156558,157838
AR,Moorhead,0,0,0,34,107,764,2638,4504,7320,12836,20594,35593,45349,46177,52978,52023,54945,53870,57362,64369,73848,82913,82683,89376,104002,111844,126553,123254,128868,126618,135176,140799,140380,146820,143205,150484,154953,142900,144100
AR,Morrilton,0,0,15,183,422,794,3113,5221,7141,9980,15304,30775,53519,58807,67283,66049,69248,67653,71929,80906,88891,96872,95981,104638,133985,148643,168382,164008,170295,166945,177563,183007,181736,189915,185909,194873,197369,180668,184960
AR,Mountain Home,0,0,8,127,195,437,1190,2851,7059,16528,33048,54034,75068,77121,92563,93401,98669,98125,122019,155972,166546,178782,180371,199142,227270,234172,268160,263013,274340,271214,293488,304044,302268,316928,309274,322485,325284,296886,300190
AR,New Castle,0,0,7,624,2294,2759,4041,6941,10107,20837,30773,42506,55124,55385,63867,62462,65782,64274,68963,76675,88967,99992,101863,110605,129168,138882,161337,158872,165315,162651,174064,181491,181459,190286,185965,194484,197602,181182,182712
AR,Norman,0,0,41,233,471,641,1307,3464,4900,6484,9252,14900,21013,24985,28968,28351,29577,29328,32277,37449,39459,43210,43020,45650,56897,61982,69703,67769,70406,69244,73946,76075,75830,79512,77436,80755,81488,74312,75012
AR,North Platte,0,0,51,7787,28925,30203,33879,40928,55215,68108,71414,83133,91189,87158,98205,95747,99315,96823,101868,107795,107866,112671,109983,117153,133983,135671,151989,147359,152541,148488,156203,159828,156892,163392,159203,165922,167587,153162,154046
AR,Overland Park,0,0,8,546,1100,3408,13438,21602,24266,29318,34650,47671,69218,73823,87848,86824,90621,88674,94686,109616,126615,140778,139634,148394,170162,181738,208462,204308,211848,207182,221939,230723,230531,240647,234260,245274,251008,228706,229586
AR,Perryville,0,0,4,96,322,559,1159,1712,2246,3754,6143,10542,18154,21429,25193,24957,26089,25514,30140,37848,41930,46367,46595,50690,62005,68070,77423,75372,78270,76758,82116,85496,85166,88738,86381,90755,92082,83776,84446
AR,Rochester,0,0,0,72,146,212,904,2282,3335,5787,8085,12050,18726,22350,26247,25914,26955,26330,28596,31903,33963,36700,35974,37856,48694,52954,59474,57824,60022,58983,63363,65923,65299,68621,67165,70202,71105,64526,64676
AR,Russellville,0,0,36,864,2416,8463,24155,45022,59095,77508,97552,141531,201454,210252,242026,237848,250083,243654,259430,297716,336117,366597,363626,389248,463548,503574,568451,552494,572389,557655,591584,611388,605146,629882,612572,638498,645655,585424,587004
AR,Salina,0,0,58,1176,2568,5459,17081,38048,55734,79286,117092,196775,285391,310284,359594,353506,372155,370535,415134,488648,525748,568500,562230,601831,773029,838042,950687,925737,962749,946177,1014828,1052569,1041481,1090354,1066493,1114930,1128844,1029672,1040324
AR,Searcy,0,0,50,836,1160,1903,4922,12078,20351,38264,70762,117936,180282,195101,238601,236499,249413,247091,275431,333832,369231,403683,407471,442923,535769,590484,678830,662391,688047,678176,726781,755076,757729,795166,776805,816172,828776,755074,759234
AR,Sevierville,0,0,16,236,1710,14217,25686,32597,35537,39446,47383,59152,69286,70613,85455,83503,86564,84578,89146,96673,105952,117951,120586,129208,149871,157760,181913,177827,184456,181107,193455,203795,202751,211520,206092,214725,217776,198622,199454
AR,South Haven,0,0,127,749,868,908,1193,2185,4721,6037,8609,18228,29348,32702,37936,38364,40768,41023,45796,53825,58905,66890,67335,74200,89124,94663,106962,104095,108264,106755,114516,119642,118646,124907,122898,129742,132248,120702,121566
AR,Springfield,0,0,28,257,1021,2466,5421,16229,22581,37938,68115,118983,155941,160286,184715,181627,190196,186287,200711,235225,273157,307504,307271,331723,405269,432002,489685,477344,499000,490992,522923,544143,543946,569419,556273,582872,595434,548322,554162
AR,Sterling,0,0,0,46,112,699,2889,9324,11567,16309,22904,37287,54301,59126,68050,66372,69433,68096,73196,85303,98844,110459,110645,117354,131856,138146,157532,153484,159099,155139,164962,171611,171149,178795,173823,181427,185035,169410,169956
AR,Stuttgart,0,0,3,52,76,419,3113,7501,10124,18036,25407,35240,48008,53518,62756,62578,65426,65032,73103,88030,98198,106800,105542,110939,141349,155617,175512,170443,176666,173335,186322,195479,196642,206506,201227,209977,213730,195278,196230
AR,Texarkana,0,0,1,719,1223,2278,9418,16626,21992,36144,57435,75302,95866,102584,127951,127251,134932,133045,140911,157962,175279,197293,197363,209783,241978,254303,293427,286812,297621,291165,312989,328525,327374,342120,333986,350340,355929,324160,325556
AR,Troy,0,0,12,69,110,194,989,4065,6261,7834,9683,16468,25115,26068,30642,30099,31422,30742,33515,39452,47026,52121,52045,55509,65797,69865,79991,78469,81200,79204,83404,85340,83677,87142,84815,88237,89702,82038,82948
AR,Truckee,0,0,3,30,107,2125,3534,4565,5700,8290,11854,16543,20190,21144,25002,24569,25656,25707,28455,31847,36086,41619,41804,44570,55171,59142,67197,65514,67827,66413,72412,75772,75930,80153,78529,82608,84313,77132,77590
AR,Trumann,0,0,32,302,841,1465,2800,10345,17402,27726,43839,63396,83834,84852,96020,94102,98362,95792,103231,119143,135588,150438,150282,163792,203721,215111,245904,240659,250018,245822,263458,276314,277244,290847,284602,298517,304899,280424,283102
AR,Van Buren,0,0,10,108,325,2283,9879,22380,34806,56395,79405,117922,169275,184511,213799,210551,219868,215526,230244,258235,294075,327830,327867,349010,407769,433282,488490,474822,492480,481904,516288,535860,528806,554183,541084,565498,572793,520402,522272
AR,West Memphis,0,0,111,3432,7678,16463,28645,45218,54660,67671,87157,118583,153002,156243,180312,178259,188877,185046,194276,217507,243008,269283,267091,285360,367744,380226,434113,427860,444264,438566,467407,481562,473947,493914,481103,502677,511996,465784,467638
AR,Wiggins,0,0,31,196,249,340,899,3344,8543,11983,13011,19580,26489,26453,30262,29529,30716,31189,35876,42102,45990,52066,54783,61743,71032,77714,89714,87338,90645,89555,97600,101200,100828,106525,104470,109804,112124,103130,103714
AR,Wynne,0,0,8,252,1104,2217,3546,6828,11201,16505,21362,35176,51608,52437,59170,58015,60561,59226,63386,72618,80778,90408,90455,95783,119499,129658,148676,144824,150110,147569,158163,164551,163102,170364,166543,174075,175668,159944,160974
AZ,Clifton,0,0,2,50,81,371,1098,1771,1747,2360,4418,10216,14697,15203,17422,17044,17774,17289,18309,20338,25101,32161,38111,44213,53890,60343,68488,66465,69035,67726,71866,74991,73716,76794,75441,81277,83241,75634,76217
AZ,Eagar,0,0,99,4788,29054,58964,82963,100063,102791,116512,136778,201431,266071,282029,331983,337356,352646,343270,359457,373340,384211,420478,444223,489669,558523,598092,683847,669312,699781,693582,854326,928205,930425,979760,995102,1076215,1098458,1001218,1017484
AZ,Flagstaff,0,0,428,8515,25775,43346,78590,98057,109640,145427,192286,289336,419885,446786,522765,522650,553151,537558,565420,594785,617567,690305,731306,822462,1055569,1182563,1340005,1307383,1368821,1362991,1466493,1511419,1482060,1548216,1523459,1604010,1619533,1469978,1479597
AZ,Lake Havasu City,0,0,32,1477,7546,19921,64114,103308,115067,129398,156703,279640,508682,573286,672531,671812,709236,701212,760454,832314,895796,1004833,1043776,1163857,1399640,1561214,1770216,1720787,1788402,1763240,1886590,1951320,1905237,1978768,1936733,2035711,2062608,1873347,1885933
AZ,Parker,0,0,12,150,1102,6826,12921,15101,15828,18115,21240,34419,60480,65539,75198,73531,76485,74452,78095,81444,85395,96284,99069,109399,128308,140542,159690,155826,162011,159221,170171,175808,172206,178652,173685,181519,183214,165989,168311
AZ,Payson,0,0,4,183,647,3567,16084,30631,36064,51779,72649,116007,164962,175079,200433,203498,214455,210363,223126,238622,259936,289903,313965,363272,423343,462621,523826,509508,539659,531234,565259,595889,591679,617297,606171,645573,655914,596649,599378
AZ,Phoenix,6,29,4010,68745,214237,723419,2705670,3979145,4147958,4625984,5383958,8124270,12638710,13886077,16103961,15912487,16879022,16658964,17621761,18908340,20075923,22240517,23101479,25868675,31579375,34338382,38914140,38205610,39870399,39654709,42299135,43447140,42607221,44301683,43327613,45671131,46220700,42133626,42871350
AZ,Prescott Valley,0,0,89,1901,6911,13027,39055,65375,73156,85823,117135,258761,443495,467810,558727,554663,589349,583299,622750,686863,747106,845253,914174,1077740,1240244,1305840,1474939,1437619,1500403,1490102,1604353,1665627,1642368,1717640,1691996,1801668,1839069,1674798,1688827
AZ,Safford,0,0,33,111,648,1688,8061,18676,23504,31532,51012,82448,132841,145899,165395,164661,173331,168228,174338,182129,200232,225957,243100,272823,303922,326889,369467,358649,373501,365945,385648,404732,400838,416527,405966,428273,433322,393829,395003
AZ,San Tan Valley,0,0,452,6362,20366,56985,188228,273182,306499,350055,422092,683076,1113064,1249140,1487484,1513974,1617085,1604117,1702365,1845447,1977475,2209569,2322263,2647668,3186232,3538860,4010961,3953713,4121102,4077382,4344517,4477513,4403269,4587886,4484644,4727253,4787198,4358359,4396045
AZ,Santa Cruz,0,0,14,472,3308,31810,69622,83249,83956,91138,101570,155169,213733,211604,239012,236439,247395,241932,252260,258482,259286,276464,284338,315930,386977,457613,514051,499481,517626,506749,538016,560697,554281,575237,561725,592981,602693,547643,549521
AZ,Show Low,0,0,516,12054,38378,81599,140664,168599,171313,188192,217204,303058,406826,424695,488254,479775,506273,496117,524727,552257,573501,636850,694248,802183,954798,1032271,1174178,1144569,1191868,1178649,1275217,1333749,1318784,1376569,1360217,1451672,1473253,1341092,1355185
AZ,Sierra Vista,0,0,20,609,1536,8539,34641,53056,56015,62800,84272,169761,288931,302689,354505,353306,372189,364197,380350,393316,410164,468309,510361,595856,722013,842843,965551,942166,980970,974755,1050825,1091378,1077599,1123668,1107605,1175369,1196276,1089078,1094827
AZ,Tucson,0,0,1018,22392,54970,138277,387350,594958,702013,832235,1004897,1676349,2721549,2979694,3449765,3420246,3596569,3514314,3680800,3826479,3941739,4324865,4556384,5159633,6202883,6846188,7791277,7616604,7944142,7931023,8522780,8797882,8688372,9083177,8916579,9495535,9651210,8795203,8883559
AZ,Yuma,0,0,40,828,12719,103969,273930,364880,374171,409602,469048,708943,999414,1006994,1135258,1108222,1152269,1118365,1159662,1186365,1202115,1275593,1266303,1348954,1566683,1713729,1932846,1878930,1945664,1892992,1997714,2066318,2025368,2103283,2048197,2148116,2178540,1980230,1993243
CA,Alturas,0,0,0,0,0,29,64,241,772,1039,2642,6260,9096,9283,10768,10874,11506,11938,12855,13221,13618,15352,16335,18473,19679,19704,22733,22309,23217,23128,25368,26641,26130,27282,26686,28424,29351,26690,26815
CA,Bakersfield,73,55,2252,21716,59873,152057,549881,867227,936154,1032933,1142605,1750991,2501871,2554104,2918773,2863981,2989397,2912849,3045468,3211840,3408466,3784817,3873903,4152964,4927557,5204125,5915785,5758018,6004931,5969067,6426407,6638863,6528344,6803927,6630210,6946476,7048325,6414301,6451218
CA,Bishop,0,0,60,468,594,759,1379,4337,5623,6927,8418,16038,29311,34166,41971,41748,43496,42256,44280,46492,48829,62221,73487,81167,108703,112127,125793,122276,127946,126423,134819,137270,134044,139296,136041,143892,146056,133064,133559
CA,Brooklyn,139,36,239,2136,16911,61853,113591,173752,217926,258005,305332,450928,597584,607068,693512,679900,709286,689773,722795,775499,839940,949122,977238,1047607,1248195,1383154,1589606,1547096,1611930,1600560,1726508,1798143,1772512,1847064,1804335,1898638,1926843,1754891,1762771
CA,Chico,0,0,134,547,1209,4095,22299,50816,83008,96068,112211,193813,300291,309080,355297,355113,382537,379052,402949,450019,528450,615066,635961,682445,826455,892518,1018289,992467,1040914,1049240,1140780,1185831,1173681,1226326,1200932,1263665,1279091,1163447,1169034
CA,Colusa,0,0,23,90,146,767,7477,13239,15339,16929,19933,34560,49767,51436,58273,57106,59917,58684,61693,66935,70491,75810,76260,81669,90437,94028,106667,103543,107445,105565,112292,115156,112794,117792,114815,120287,121660,110924,111934
CA,Concord,80,139,6011,23383,40569,75273,223113,397846,486231,572497,672532,1068365,1623993,1718698,2004008,2010930,2139166,2113049,2285483,2572393,2788170,3018748,3010496,3242125,4559021,5083382,5806189,5707385,6164347,6429036,7137655,7473980,7408699,7783538,7643386,8102983,8297250,7594623,7667678
CA,Crescent City,0,0,0,66,679,1450,2311,3255,3912,5239,8107,19045,25876,26102,33477,37187,42324,42534,46902,69170,97257,109382,109349,117532,132611,151099,179644,174668,186661,190263,216128,225349,221227,230674,224550,235288,238992,220768,222437
CA,Davis,30,36,656,4070,6141,11953,41537,68691,82034,96588,127614,225273,338638,352907,407925,407078,432105,423504,451709,499686,541455,594211,602620,649130,886768,979845,1119160,1104298,1185227,1235236,1392038,1439199,1412001,1473480,1441055,1510213,1532303,1396236,1404545
CA,East Quincy,0,0,3,112,124,194,759,1186,1423,1968,4940,11959,17709,17730,20321,20326,21590,21407,22911,27329,34959,47703,54813,60712,69368,73597,84816,87444,94185,96110,105814,109952,108277,114140,111799,116840,117973,107017,107439
CA,El Centro,50,48,993,8162,55564,183395,292011,338256,349238,389784,448309,642375,788092,754337,848150,838086,881213,859115,898124,924464,929157,1007811,1025691,1127564,1391794,1501040,1705261,1661559,1735756,1728851,1891829,1982984,1951175,2036639,1992248,2108412,2142778,1951457,1969808
CA,El Dorado Hills,0,0,432,1389,2502,5148,17110,28399,33072,41330,62825,153430,243336,249081,287147,290653,314554,310328,334154,381779,428904,477895,487384,528649,668013,723938,824635,804709,851609,868548,947445,978442,962256,1004268,985581,1041558,1059313,964487,970273
CA,El Paso de Robles,154,41,1532,4884,8638,14958,45885,81564,102724,126678,167136,280511,488112,532269,618880,620608,653665,638342,670986,736357,807461,885970,891846,964472,1271402,1410083,1616544,1582438,1672088,1701766,1847283,1911407,1881214,1962942,1913422,2001851,2032420,1854013,1864574
CA,Eureka,36,22,541,1704,2697,3970,6600,10494,14270,16997,22992,44960,74696,84645,104071,108939,127609,132964,148687,191992,231869,268169,277688,307954,409394,454378,523131,510163,553650,568591,623521,652766,646538,679604,667154,702745,712850,651759,655495
CA,Fresno,48,6,1970,16163,63169,164960,492172,774533,881962,1001966,1147772,1796343,2589400,2624326,3028070,3001543,3146485,3068895,3215493,3430940,3705201,4135619,4260522,4566687,5582474,6204727,7096983,6945615,7268104,7279237,7924998,8292872,8177364,8529485,8330014,8775766,8962506,8205651,8263298
CA,Hollister,51,6,367,1207,2100,5365,15447,28643,38308,43447,50795,90319,151082,157993,180246,178796,187502,182502,192092,200862,206745,224256,225628,246474,324136,351807,398770,388397,409901,419750,462967,485301,480850,502992,492022,526045,538959,492029,495024
CA,Ione,10,1,46,208,295,447,2644,7706,8564,10045,14069,57609,93748,95451,109326,108768,113664,111988,118789,132646,144626,165622,169003,180679,210670,228223,262671,256184,268547,271049,293515,302030,297359,310445,302912,317463,322561,294755,296658
CA,Lake Don Pedro,0,0,0,109,478,621,1414,2126,2261,2462,3200,6157,10115,10365,11894,12166,13252,13144,14079,18964,25446,35271,40426,45629,58277,64320,73724,72337,77105,80073,89263,92939,91808,95913,94121,99127,101998,93725,94180
CA,Linda,20,2,102,444,755,1344,8735,22155,30744,37160,50802,99021,145984,150000,174214,174075,185470,184251,199408,224038,221670,289440,294014,322889,385183,428947,488530,476118,500387,504090,546519,568162,562339,587330,574345,604249,614469,558779,562175
CA,Los Angeles,3867,1765,62835,516407,1401618,2591981,5062815,7025900,7773066,9034757,10713645,19023372,31320047,32298407,36517306,35742449,37197458,36164390,38147161,40579859,41223440,43777266,43402900,46751129,67512893,73712606,83337587,81614240,86382454,87228925,95024581,99026139,97574537,101873342,99591570,105101054,106935000,97369542,97915710
CA,Madera,30,13,594,1847,4415,15646,58102,107831,129657,151585,175208,280770,417150,426542,491729,487644,510580,498581,524349,555981,597524,677483,707679,762965,907307,1010845,1155502,1121167,1169370,1168205,1266162,1324768,1311125,1366543,1331167,1398599,1419884,1291219,1298656
CA,Mammoth Lakes,10,1,305,872,1086,1240,2917,4975,4977,5800,14239,23534,32827,32473,37294,37030,38683,37692,39403,41772,43850,50586,53361,61230,80899,82412,91839,89347,93366,91895,97231,98378,95729,99473,96739,100843,102334,92947,93306
CA,Merced,29,6,250,3369,9077,26127,115941,223395,259857,289916,327718,505031,734740,773552,906375,908025,957258,935200,980103,1045041,1125941,1255623,1277792,1364559,1606782,1694452,1920689,1869051,1951027,1945263,2099765,2180191,2150519,2243616,2190291,2302518,2337017,2132981,2149787
CA,Mesa Vista,0,0,13,30,43,60,86,93,97,142,1080,2003,2270,2178,2608,2595,2728,2656,2769,2830,2932,3199,3173,3431,3670,3480,3823,3720,3898,3861,4019,4074,4011,4197,4105,4296,4301,3892,3892
